feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,cluster_id
0.7553062,-1.2610298,2.3355815,0.96365803,-0.12920406,-0.4367368,1.7256722,1.2575419,0.20401824,0.14880988,0.38964117,-1.3237678,0.7576323,-0.71447206,-1.0850289,0.7164228,-0.38302296,2.2810712,-0.22807066,2.0402095,0.57738703,-0.791036,-1.8657726,0.39986753,1.3280437,-0.24516936,1.7452099,-0.053000793,2.3301659,-2.0638764,-0.8982065,-0.4118895,0.19100335,0.63329816,-0.76399976,-1.5960109,0.9355183,1.1310354,-1.3930272,-0.7461754,0.4280438,-0.0918898,-1.9004686,-3.2321558,-0.62554026,0.4078037,0.40665543,-0.057186715,0.26411828,-0.30522233,0.23462994,0.34520558,0.35106355,1.4003202,0.21872953,0.018111072,-0.51627916,0.17452632,-0.51780975,-0.4887612,2.192585,-1.0971508,0.87416214,0.35296384,1.5858587,0.59373015,0.43794322,0.9871634,0.9055144,-0.48985374,-1.3995488,-0.48529938,-3.7324402,-0.7075192,0.48047882,1.0890846,2.0039115,-1.485348,-0.7345934,-0.91386855,0.54125106,0.5812735,-1.0053015,-1.2734505,0.5791441,-0.903395,-0.41395214,0.9024593,0.6454986,-2.3118484,-0.60130125,1.6941775,0.41925237,-0.010983481,-3.451787,-1.0559527,-0.2713847,-1.3995643,0.77779,0.5570525,-0.4341094,0.69209963,0.39143288,0.22412896,-0.8406552,-1.6165854,-0.44937938,3.3320172,0.6318405,-1.3471451,0.8796112,-0.22534886,1.8477049,-0.15786913,-1.4615926,2.7548673,-2.0136056,2.5125968,-1.28365,-2.4933116,-1.7647355,-3.3514333,0.68414664,-2.0586267,3.7889926,1.3854535,1.7560163,0.97277755,0
2.6859798,1.201795,0.027225828,1.2368497,2.0342846,0.596846,0.47762656,-0.015094558,2.058044,-0.8506445,-1.1361734,1.4576209,-2.0942428,-0.07292005,0.6370922,-1.0408623,1.386902,0.46483785,1.5181347,0.9687443,-0.38918865,-0.5228308,0.47083715,-0.4304744,1.1179147,0.31477222,-1.3297398,-0.5260461,0.91904867,1.2497982,0.4620755,2.1251009,1.1042643,1.7074525,-0.9217912,0.12142502,-0.557746,1.1876074,-1.7588156,-0.074846685,-1.5627007,1.2042832,2.9666538,2.6601999,0.19112305,-2.2764623,-0.761011,1.1761845,-2.162173,-2.1003213,0.7789529,-1.4593976,0.7470404,-0.58403283,1.8440622,2.475921,-0.029731752,-1.0021228,-1.2599914,1.6030657,-0.36883453,0.20596665,-0.70081186,-0.046008646,1.247005,1.1246932,2.618156,0.23395236,-0.016199531,-2.108553,0.10304888,-0.6186551,-2.6330128,0.7118882,-1.7207701,1.1222,0.7994781,1.017713,0.91042525,-1.1567452,0.43265823,-0.47661415,-0.55328465,1.2922726,2.471116,-0.31763136,2.0584588,-1.0685467,-0.8259306,1.8372846,1.0015564,-0.45750365,0.88505125,0.42331845,0.5229383,0.44974148,2.1609733,0.7359204,0.111838445,2.9718926,1.1202614,-0.2534093,1.5763938,-1.2596861,1.3269732,-0.0017629801,0.9673288,-1.0888902,-1.0605044,-0.24238873,-1.6239496,2.1657007,0.28719616,-1.5020021,2.417647,-0.47154194,0.13967618,-0.6146052,2.6482418,-0.9227357,-0.790459,1.8915886,0.7455925,0.21443862,2.2292862,-0.6813344,-0.10550545,0.70772904,1
-0.1267286,-0.18383743,-0.078983605,1.7989321,0.5879969,0.38222593,-1.3819339,0.1981397,0.3115686,-1.8558496,-2.722006,-1.1502603,0.14385334,-1.007324,-1.221768,0.91314644,0.37716722,1.5816064,3.848801,0.36160704,0.3707396,-0.47247896,-0.76978195,1.3396745,1.1007589,2.7071414,-3.2378964,-0.6569427,-1.9991044,1.7222198,1.205735,-0.46292707,-2.8944151,0.6776517,-0.14121535,0.42342475,1.7293428,2.3111129,1.259997,0.8003219,-2.6964364,-1.2871197,-0.55258775,2.09569,-2.523997,-0.80223894,0.90482414,2.3451073,0.86605453,-0.3555123,-0.32047752,0.683243,-0.767332,-1.8192452,1.6449175,0.7183463,2.7646172,-1.8970002,1.7570302,2.0042055,-1.4480838,1.3080763,2.9076114,-1.0015044,-1.1959522,1.1565758,0.86843157,1.1059772,-1.4879577,0.40794533,-1.1319659,-4.1067424,1.9815235,-0.34597582,-2.7248275,-2.383492,0.5687174,1.6965946,2.09416,-1.4282495,-0.5848149,-0.6543374,-1.0582352,1.3902,0.7604184,0.6712384,0.76033384,-0.54429966,-1.2660304,1.3035321,2.283279,0.21812479,1.3284043,0.37966046,0.26759768,-1.2973957,-0.74799794,1.3315481,-1.615701,-0.16710669,-1.1121979,-0.5000325,2.5827322,-0.14260267,-0.03770848,-1.2128057,-0.31442162,-1.6842939,-1.9722985,-1.2769564,-0.60883105,0.67344624,-1.7470378,2.2711756,-0.3423773,1.2689741,2.1324308,-0.5305302,-1.1900424,1.9275147,0.73538435,-0.93989825,-0.8128445,-0.43479836,1.1079385,-0.20286292,-2.5945017,-1.1466713,1
-2.9748204,0.60496,0.25660643,-1.5578334,-1.116009,-0.9050729,-0.31473517,-0.6312088,-1.1445208,0.701082,2.6013038,0.12809104,1.7292241,0.8981684,-1.7557788,-2.3012638,-0.7930285,-0.2478714,-1.919013,-0.16669385,-0.589135,-0.63710237,-1.2334943,-0.8057132,-0.3755109,-0.035848133,-0.13284676,2.0278842,1.5666639,-1.9995334,-1.4607257,-0.09546715,0.5180109,-0.07372913,-0.8240134,-0.60328656,1.2137618,-0.008693386,0.44183403,0.15654328,0.17200902,-0.7363166,-2.1381502,-1.9862133,0.3010624,0.679958,1.272807,-3.60494,1.2835833,-1.1943903,-0.4335572,-0.85828006,-1.0490446,1.4064379,-0.8349151,-1.8747497,-1.2270236,-1.0863565,-1.180593,-1.9815984,1.2412732,-1.148989,-1.8186139,0.83283776,-1.7286875,-0.67610776,-2.0061774,0.8999415,1.1519356,2.2944658,-1.2109962,-0.8444984,0.5209741,0.8106802,1.1697068,0.5671091,-1.0623597,-1.427043,-0.6723715,0.7027416,-1.5299832,0.86942405,-0.43971604,-2.5046656,0.38875005,-0.017807776,-0.21893896,-0.28325617,-0.93400186,-0.98803765,-3.4095964,-1.7121618,-0.2624758,-1.4153193,0.8366623,2.0379598,1.6225077,-0.40698043,-1.6526543,-0.46518707,0.98077697,1.0388294,-0.5261926,0.85027814,0.06274619,0.7930152,-1.8335034,1.5152247,1.8911767,1.4649742,-0.7819888,-1.7733015,0.901429,-0.23267649,-0.4092104,-0.86062187,0.4109506,1.5900986,0.89253455,-0.4989478,-0.6409597,-1.1738696,-0.98641884,-0.11513008,0.67001885,1.0241215,-0.27009568,1.9118202,0
-2.7855637,-0.7909744,0.15199736,0.5178873,-1.8114699,4.282885,-0.6022386,-0.2670983,0.3556503,0.57751995,1.5276103,-1.4565482,-0.66827375,-0.74117297,-0.97248644,-4.012345,0.8211259,-0.80760556,-0.9508909,2.572268,-1.9630502,1.0944295,-1.6665015,0.20390509,-1.8193772,0.70798564,0.8906596,2.3720326,2.154729,-3.2562244,-1.9112328,-0.8837997,1.6501356,2.3819692,-0.15330467,-2.6957674,2.1164274,1.3965987,-1.471051,-0.07241827,-0.9216445,0.69175756,1.6251117,2.1632018,-0.26197243,-2.3675487,1.8098522,-3.818198,0.6277166,-1.8594562,2.679959,-2.4750195,1.451333,0.58262306,1.9431151,0.35695735,-1.6354783,-0.729376,-0.8561966,-0.31409144,1.4261565,-2.433511,-0.5684724,1.2742028,-0.75047815,0.33099562,-0.47782838,3.3212755,1.9092212,1.5772367,-1.1177044,0.2636563,-1.3154136,0.1978267,-0.031284712,1.0175445,-1.9478972,-2.8032246,-1.9338284,-0.47050193,-2.6189523,-0.038502432,-1.9696187,-1.1485467,1.8046794,1.6042426,1.3154905,0.90768814,-2.8912892,-0.1591038,-2.634654,-0.12647024,3.013786,-1.6628424,3.827753,1.3539885,4.235178,-1.0218972,0.20874777,1.2781595,-0.6113418,2.137428,1.9391644,-0.059934057,0.019785348,1.5371943,0.068443716,1.283701,2.5038996,1.7074717,-2.768844,0.21125168,0.8104655,-1.9384173,5.0529203,0.2022442,0.277402,-2.2023747,3.531026,-1.2175943,-2.2524295,1.3870219,-0.45058712,-2.4935932,2.5543072,0.80341667,-2.2763057,2.32281,0
-0.36377585,2.072028,3.0759656,1.3993261,1.9547921,-0.76755697,3.4173532,1.3251585,-0.51775527,-1.6574225,-1.3234533,-0.72894937,-0.76737535,-0.06265154,-0.1078412,1.158406,0.02405291,5.087526,2.2854476,-1.4521743,-2.0179503,-2.0126414,2.0389955,-0.7284038,-0.1143506,-2.1946776,-1.1994835,0.3579905,0.51926476,-1.0129546,0.35038504,1.9366367,1.0838935,1.5752276,-0.7060953,1.8883018,0.8749226,-0.2719344,0.16771093,0.92139804,-2.8371854,0.83102787,-0.4699411,-0.2646945,-0.8259741,-0.89456165,-0.3881324,-0.8102391,2.5682049,1.8663102,-0.8516319,-1.862827,0.3247003,-0.41187376,-0.85522026,1.5980606,-1.1176679,1.0148281,1.2080346,0.41602638,0.9486666,0.78020716,-0.9908682,-2.2188938,2.992094,-2.5235178,2.8909447,1.7661082,-2.175506,-2.277326,-1.2749277,1.1073025,-1.1920927,0.959699,-1.1062723,0.7538087,0.41501203,1.5429331,1.8009441,-3.4911776,0.27734447,0.4561643,-4.5310903,-0.3128357,-1.2079102,-1.1557033,0.56396514,0.25512192,0.01782789,2.6983483,-0.5585971,-0.06982286,2.1340632,-0.90629107,-3.3784096,0.9525996,1.9529562,-0.9954118,-0.6620101,2.8955083,2.272589,1.7101382,0.28841102,3.5927103,0.91633964,2.0326602,-2.4925156,1.6123174,0.309471,0.0058177253,1.3327729,-0.022998266,-4.688209,-1.9024526,-1.1216943,1.7735909,-1.9223545,2.9101686,0.17561734,-1.897187,-0.34600314,-2.9324195,0.76593584,-0.93868303,2.1931403,-0.15407589,-0.043939114,-3.1364858,0
2.404528,1.462176,-1.1191167,-4.6239414,0.32667515,-1.0271071,-1.1013844,-1.0904949,2.763725,0.3816891,0.6709879,1.52251,1.2719666,-2.175559,-1.3074598,0.58121014,1.7400697,-1.8702909,1.9394832,0.49067664,-2.863704,1.1457621,-0.7022031,1.5361767,1.721271,2.2500026,2.9932604,1.8117169,0.6952884,-0.6282519,-0.43105322,-1.6027714,0.45507208,0.72726744,-2.301375,-0.90326667,0.5118996,2.1290112,-1.2549913,-2.3961835,-2.0386434,-2.9770913,-0.08263822,2.7112591,-2.1121006,0.08682902,-1.5732036,-1.4331532,-0.60376775,-0.7578497,2.0335722,-1.9211347,-1.6990602,0.92005366,0.73207957,-1.8881488,1.5891144,-2.896422,-0.35590982,-1.6795592,3.4254103,0.848307,-2.724571,-1.735812,0.80192447,-0.51310337,1.0444963,1.190949,1.7928197,0.9619008,-1.0919272,-3.9028702,-0.87728846,3.7689514,-0.47634172,0.42681998,1.7761902,0.6701966,1.9651313,0.83419997,0.8592588,-0.14526151,0.6596366,-1.3528043,0.053199813,0.34056002,0.8875017,0.076289654,-1.0411228,0.40897924,-2.1945844,-2.1274905,-4.3423595,-1.4677957,-1.7575296,-2.5787308,0.9594372,0.5359903,-0.33958492,1.6467841,-0.6045202,-0.8935271,-0.9380406,-3.321004,-1.5228382,3.347352,0.49590635,1.3391963,1.0265281,0.25905028,-1.64589,1.513215,1.0504221,0.48165333,3.1678345,-1.0665469,-2.0697188,-1.4321313,-1.7674786,-2.1402535,-0.11434795,2.2888494,-2.0430577,0.5218874,1.185122,2.1099293,-1.5595912,-0.4319364,0
-2.6916575,-0.16628532,-0.05774823,-2.1766574,-0.56897914,-0.15425624,-0.5688071,-0.30482194,-0.35421124,0.191118,2.1968813,0.45347017,1.3368855,0.11738191,-1.5223327,0.1213372,-1.3394041,-0.5572059,-0.6535703,0.43345112,-0.6858605,-1.9330083,1.5453101,-1.4015247,2.0977156,-0.80349714,-2.0253904,0.9477953,0.67192715,-1.9405118,0.08740288,0.5099132,0.3842951,-0.14169385,0.5789879,-0.21831408,0.517276,-0.39377174,1.9471436,-0.77888167,0.73417324,-0.35687622,0.5813401,1.2176603,-0.65289557,0.20609844,1.74154,-2.6109881,1.5701638,-0.45960662,0.25661674,-1.0954618,-0.020157684,2.1173377,-1.6121184,-0.08070787,0.7075306,-0.59469414,-0.583204,-0.9933315,0.56512487,0.78136915,-0.90823835,-0.7305425,1.351731,-0.5894202,0.40557644,2.6011221,0.04636758,0.68840075,-0.6833296,-0.4837266,1.0244247,-0.053469077,0.53111255,0.3735592,-1.5720495,-1.2272103,1.0786082,0.1368933,-0.4553922,0.86600757,-0.9478574,-0.35482562,-0.6348131,1.1467364,-0.42884877,0.9126676,-1.1341819,-2.0788355,-3.279997,-1.4403303,0.52153003,-0.00080070924,-1.073966,2.710249,0.31582028,-1.7790791,-0.95120263,-0.5492884,1.483213,-0.11247201,0.047301378,0.65336424,-1.6470813,1.3917124,-1.601474,0.42289943,2.052754,0.20253244,0.5503843,-1.5811214,0.8062487,1.1712632,0.26735476,-1.7918051,-0.22517109,-1.5779895,-1.081121,-0.18740356,-1.5851188,-1.1185234,-1.0279888,0.40267912,1.3572077,0.2602734,-0.28388515,-0.98705494,0
1.420485,-0.013638889,-2.6192107,-1.7659012,0.7678311,-1.3666971,-0.30401096,-0.23623678,-0.44953975,1.3198901,1.6297107,1.2536176,-0.44973016,1.4323508,0.8261089,-0.34111848,-1.5358019,-0.58621264,-0.39008248,-0.76139474,0.71775484,-0.7946665,0.91399026,0.11117925,1.0753841,-1.588487,-0.49792013,-0.97485477,-1.0653688,1.6349614,1.6364388,0.47780854,0.6968996,-0.71648186,1.1136609,2.0111725,-0.70690703,-0.73925906,-0.0066468697,-1.5708516,2.4150648,-0.5523364,0.03484602,1.1115713,0.7517827,-1.3317827,0.87972075,2.0660486,-2.7923164,-0.05691047,-0.3821063,0.29982117,-0.073889,1.648425,-1.6170595,-0.19504757,-1.3092703,-0.20944443,-0.90503514,-0.4665699,-1.6579481,-0.30104217,0.050680608,0.2671516,-1.3215518,2.2273653,1.1536151,-1.6904669,-0.31975082,-1.3128966,2.2708101,1.8396411,1.613778,-1.2937658,0.5537587,-0.63730305,0.18325152,-0.30213284,2.108453,2.1219692,2.8145165,-0.59801716,2.691087,0.2383119,-0.10924208,0.66899437,0.6035473,0.17572474,2.3949106,0.44715565,-0.34317243,-0.8264621,-1.6017401,0.67197186,-1.6727184,-0.5843304,-3.4879272,-0.7462587,0.6165016,-1.0655277,0.37651002,0.725171,-1.0148576,-0.3425036,-1.7758993,-1.1940259,-0.47915697,-1.201415,-1.0385765,-1.5321463,-0.32635024,-0.99713385,1.876205,-0.004697578,-1.3337245,-0.8250302,0.26917535,0.26254126,1.6165062,-0.095766455,-0.07912793,0.06737134,-1.286611,1.1247746,-2.627772,-1.0398128,1.8016471,-1.5055555,1
1.7680619,-0.041023236,-0.38014713,-0.3810714,-0.083024964,-0.44919753,-2.1463683,-1.1485889,0.44598913,-0.15071565,-1.2588668,1.0352306,0.7625829,0.845476,0.13526365,-2.437732,2.8046925,0.73256266,1.1308153,1.3908702,-0.6978306,0.21013416,-0.75959146,1.8311633,2.4911523,2.1358583,-3.1125216,-0.5326394,0.5186619,1.6282492,0.16992176,1.1588457,-2.3281074,0.39307818,-2.3454766,-0.76256996,0.125932,2.1050162,-0.27260432,-0.46178737,-3.7903764,-0.37615526,-1.2620547,-0.19924253,-1.5917865,0.26030272,-0.33591732,2.5067937,0.49886128,-0.95836276,-1.5870826,0.7209308,-1.9216317,-0.57226515,-0.05229369,-0.08368671,1.9539915,-2.603955,1.3329,1.5801178,-0.035400797,-0.45997217,-0.28805894,-0.053554587,0.0038013682,2.5223978,0.09937069,-0.8839238,0.22006282,1.0560821,-1.4169242,-4.181068,-1.3079408,0.8638454,-0.7827225,0.38168553,0.77905124,2.3428135,0.70844483,-0.8886145,-0.85840446,0.8385598,-0.37373745,-0.057180617,0.6429912,1.5809816,1.6109496,-0.4897088,-1.4385351,-0.6588338,1.5533252,-1.4520863,-0.43481836,1.0781665,0.12594636,1.7514483,-1.5022578,2.8728178,-1.490561,1.3401662,0.007119052,-0.51081365,2.4297893,-1.3586624,0.5663932,-2.8409848,0.2635229,-2.8205872,-2.9049025,-1.2127657,-1.8477228,1.6384275,2.168538,-0.17329924,-0.9143923,-0.5767936,1.7022548,-0.6374725,-0.561206,0.30220875,2.4430428,1.5012928,1.0045055,1.8728626,-0.50716573,1.1086596,-1.7804682,0.26562127,1
4.249692,2.5406773,-2.071098,-2.0396612,3.17908,-0.5031053,-2.3366647,-2.679986,1.4518074,-1.1979566,-3.6426547,2.3546457,2.0779786,-0.3955902,0.56426567,-1.9851054,1.5878305,1.9343501,-1.0852673,-2.5508225,0.5954098,0.21937495,4.0917835,-2.0307002,1.3006502,-0.10690844,-3.6401038,-1.99706,-1.8262722,4.0818205,1.9947194,0.66419554,-0.932136,-0.37900764,0.7576143,1.4633137,-1.9139622,-0.93248934,-0.3350901,1.945833,2.2745914,-1.0241455,4.0038476,3.6360874,2.6222823,0.30329823,-0.7356569,4.2686944,-4.014886,0.6948927,-1.5511998,0.2178798,-1.5984724,-1.2654662,0.31854331,2.2304945,2.496689,0.7301947,-1.3862164,0.64594805,-1.0170627,-1.458913,-3.1599226,-3.8556247,3.0402083,2.3450825,2.536802,-2.1376536,-0.76467633,-1.1311592,1.9188111,0.7435311,2.403775,-2.7662249,-0.6944064,-1.8486053,-1.1134695,2.8392673,4.4807153,-0.83680665,3.0482416,-0.9896127,-0.6626348,2.0682812,1.9048147,0.7493272,0.70170516,-1.465821,0.7371008,3.2132664,3.685807,0.55230975,-0.80645055,-0.14624019,2.3446405,1.6349459,-0.74012804,1.4093931,-2.5804164,2.836772,-0.84261173,-1.1881533,2.8902326,0.8264498,-0.69528806,-0.07113267,2.4504375,-2.568856,-3.3969746,-1.8625141,-2.0132132,4.901181,-1.4108055,-0.3446394,-0.7130598,-1.8071073,0.73244995,-0.0044344636,3.8384092,0.09718324,-0.4182553,2.3327985,-0.9881535,-0.10216073,0.09222178,-1.2460468,-0.4431083,0.38399395,1
6.774999e-05,2.124547,-1.2093332,-2.0403154,-0.68522745,-0.6310774,-0.65606093,-2.3163211,1.3094695,-0.25570077,0.45870423,0.8961152,0.36479798,0.7337121,0.90146035,1.1110772,4.0254207,0.33383295,-1.3179803,0.1690262,0.003574418,0.49809653,-1.8862592,3.6098936,1.6466888,-0.38288775,2.8567004,1.636291,-1.1559592,1.4233719,0.35863045,-2.7714622,-0.7229906,0.56360775,1.456549,1.9076467,1.4140719,-1.1834891,-1.8772256,-0.6433987,-1.6743491,-2.7774677,-3.0978181,-1.6544732,-0.39759532,-1.3355929,-1.2212205,1.5110271,-0.49326497,0.6770583,-0.9608502,0.0901757,-1.9711422,-0.80777645,-1.5881244,-3.5328014,0.72852504,-1.112288,1.0695555,0.3063267,3.6420531,3.1469107,-2.5525584,-0.23462269,-2.1633794,-1.0425658,-0.4055436,-2.4889474,0.26625633,-0.15666384,-0.2559286,-1.9686732,-0.30616152,2.840573,3.2996285,2.1919308,-0.7638763,0.0037447745,-2.6195135,-0.009652644,-0.74806255,-0.023698315,-0.34378877,-0.549337,-0.3944493,-1.2503308,-0.94187796,2.1565142,0.9223782,-0.07751794,-0.32857752,-0.13207822,-3.9035625,-1.2097524,-0.097601786,-0.31470713,-1.4154948,3.1849337,-2.5370831,-1.3727,0.6139235,1.5282824,-4.0676317,-1.4531792,0.95979893,1.5470804,1.1208425,0.35546342,-1.134627,1.6106989,3.5731149,0.46535966,-1.1500896,0.58531326,-0.9299769,-0.43605623,-3.6714242,1.3046968,-0.58075035,-2.3089192,2.9452457,0.099347435,2.0126417,-0.49142486,-1.1607478,0.6478566,1.398246,1.455066,0
-1.0349178,0.1989506,-1.5140145,-1.9291253,-1.5062476,2.1999118,-1.5446079,-1.3995075,-1.1289316,-1.311451,2.432711,-0.94843405,0.36134955,1.0319011,-2.3376968,-1.9057016,-1.6185038,-0.5588088,-1.9033623,-1.795002,-0.29653034,1.7292101,1.9561267,-0.09571828,0.73633385,-1.2401906,0.41965076,0.42270926,-0.2467214,-2.572603,-1.4950798,0.58467597,1.0679454,-0.090228185,2.7656367,-0.6019859,-0.57649285,-1.0908864,1.1365601,0.10141064,2.8144863,-0.94815993,0.1632365,0.24301657,1.3374311,0.029069554,0.5402091,-3.145231,-0.35815108,0.73499465,-1.5612317,-0.60862887,1.4706277,1.9476235,-1.6856072,-0.9662144,-1.1714228,-0.017661542,-0.38568082,-3.475666,0.8412604,-2.0367086,-1.5121967,0.41426188,1.3988599,-1.2289443,-0.053070087,2.1575134,0.16820559,0.23991877,1.3190784,2.9346793,1.4390649,-0.6992692,1.2247816,-0.6239466,-2.5386755,-1.7256194,0.2618059,2.5893202,0.6836705,0.49645734,0.4579286,-0.4363407,0.7737842,0.43276215,-0.4917166,0.094274394,-0.10622504,-0.5667044,-3.0640492,-0.39450663,0.01864572,-0.90592223,0.15577792,-0.5333138,0.09007142,-1.8876593,0.8158911,-0.6477878,-0.81948286,-0.8431235,0.21907127,2.2066875,-3.0848577,2.7940805,-0.76164025,1.5411478,3.5158837,-0.9788816,-2.04289,-1.1232727,0.12447,0.83483356,-0.76586914,-1.4579109,0.78629076,0.37235963,2.2820399,-0.5058755,-0.59173805,-0.44301707,-1.4889718,0.6207908,0.08624542,-1.3870789,0.13378936,1.0605148,0
-1.2715052,1.8680946,2.6613498,4.672097,3.3808208,0.37803635,2.0224204,0.92506313,2.1179674,-0.7274184,-2.8535626,-0.39836195,0.14146411,-0.5367353,2.3344781,1.9973093,1.6712776,1.6312252,0.1467277,2.2131104,0.046878368,-2.2617283,-0.4660955,-1.1060436,-0.669464,-1.3338532,-1.7905233,-0.5624371,-1.1677161,2.3363674,-0.05756907,1.6520014,-1.0832484,0.9232331,0.022111671,0.49003965,-0.5972128,-2.5239344,-1.005691,-0.15724498,2.5354044,0.61921453,2.9952514,-0.738926,2.0697498,0.47725558,-0.6771719,1.8920543,0.143106,-0.5322663,0.9413528,0.054998863,-0.15743874,-1.6288881,3.4132357,2.627327,0.24513668,0.48337322,-2.5848901,3.2625484,-1.56308,1.9986787,0.80134934,2.0687456,0.7096472,-1.0113633,0.25496572,-1.2751042,-1.3194852,0.68667746,-1.6141322,-1.16152,-1.3214047,-0.64720714,0.5225632,1.0394218,-0.700228,1.1642087,-1.9045153,0.13051748,-1.6126183,0.5968715,-0.9081391,2.0197709,-0.96382266,-2.007431,-0.10162279,0.104445405,0.9666806,0.70352745,4.5357633,0.8409053,2.7275991,0.7073029,0.39167535,2.7027292,4.065732,0.38247752,-1.8095027,0.5126904,1.4180301,-0.23654422,0.34256878,0.10963213,2.436982,-1.1899811,1.6465468,-2.6712425,-3.4368608,1.2345903,1.0007528,1.9655764,1.2212963,-0.08393758,2.075515,0.95842695,-1.3902149,-0.95598406,1.7368975,1.1270555,-1.3316149,-0.4354467,1.9314798,-2.0434678,5.99694,-1.8513533,1.2960486,3.6353192,1
2.770767,0.3171746,-1.2780449,-0.39991802,-0.3929088,-0.48037577,-3.143605,-1.9770778,0.6454869,-0.860706,0.10312445,1.3916702,0.8343789,2.7016885,-0.25895488,-2.5349264,0.30382192,-0.48946348,-1.4832928,-0.896458,0.8936594,1.1015131,-0.33189747,1.1490519,2.0688815,-0.0863909,-1.7862384,-0.553588,-0.12288804,1.1283053,-0.30325687,-0.33660066,-1.2774229,-0.25333083,0.094830245,-1.1103333,-0.96280617,1.8685838,-0.5872343,-0.16596217,1.1835369,-1.656582,-1.0080521,-0.18352318,0.022420969,-1.0023543,-0.80210555,2.1224632,-2.5006766,-0.7309542,-0.5827867,0.6379631,0.16259277,0.82889897,-1.3568715,-0.11489412,0.87797874,-2.295693,-0.9555832,-0.9407391,-0.4354452,-0.79651076,-0.44953007,1.4325619,-0.7411581,2.625879,0.3210729,-2.1538754,0.05734876,-0.008578684,0.58999777,-1.333628,0.23126034,0.2583249,0.85924584,0.1817021,-1.2597132,0.34825435,0.68535244,0.40062505,1.6467798,0.15580963,1.9272196,-0.82858455,2.8989892,1.0115436,1.2275743,-1.5257268,1.1154107,0.22851346,0.09971396,-0.4197818,-1.711949,0.8138671,0.068129666,-0.55114096,-2.3521712,1.7364491,0.86646914,-0.09692241,-0.17664796,-0.39580894,0.93579143,-1.4828491,-1.0655102,-2.9622009,0.4283066,-1.036096,-1.5458457,-2.0552697,-1.1688523,0.75832415,1.8766714,0.80135137,-0.8438035,-1.6664776,1.425056,1.8704307,1.5977535,-0.67563206,1.5402772,1.4431472,0.2636351,1.7885243,-0.20336895,-0.47958118,0.4784593,1.0179566,1
0.9841087,0.040441904,1.913614,1.1620939,-0.801139,0.21191813,-0.64152044,-0.24117605,-0.012412608,-0.060040772,-1.0849189,0.44642237,-0.40901393,0.453053,0.8777586,-1.9258263,1.2949475,0.32633427,-0.4102608,-0.6706163,0.24280232,-0.37445882,1.2113435,1.5005635,1.7209506,0.27892888,-2.9380848,-0.9225519,0.016944772,1.6790209,0.30256683,0.9707096,-0.9855614,-1.0495229,-0.28826746,-0.59531534,-1.2374307,0.5247936,0.3020314,0.64438766,-1.6612587,0.30127195,-0.13420443,-0.28189832,0.14594316,1.2216356,-0.8244388,2.2276359,-0.35111943,-0.22239529,-0.7232864,0.24270035,-0.20218247,-0.4641824,-0.5707705,1.1368574,1.6487277,-0.97656363,1.0793198,1.5608742,-1.3114567,0.35198316,-1.124825,0.27663928,1.7661831,1.06399,1.2542048,-1.7485557,0.07813748,0.20137794,-0.0391973,0.75113904,-0.9893164,0.6626083,0.27332047,1.9819257,-0.9837395,1.7011606,0.97634864,-2.0913217,0.110865064,-0.24168913,-0.27511707,-1.0570521,-0.6851618,0.71020806,1.4695154,0.042319365,-0.7992935,0.8103978,1.0097389,0.43800366,-0.117942914,1.1653825,-1.5049182,1.9028766,-0.5914417,1.8083167,-0.06295052,1.210625,0.9006131,0.0392517,1.3708274,0.27568135,0.20721562,-2.7972353,0.08293136,-2.0127945,-2.0996869,-0.17065668,-0.74105585,-0.15848854,0.349141,0.3500939,-0.7904027,-0.9065156,1.4928625,-0.3374012,-0.8613077,-0.6783988,0.8714527,0.72921795,0.8478956,1.3427932,0.08078062,0.271721,0.5056221,-1.5498816,1
